missing_hsts,missing_csp,missing_x_content_type_options,insecure_cookie_flags,weak_tls,deprecated_protocol_present,admin_interface_exposed,risky_management_port_exposed,open_port_count,legacy_service_count,dependency_vuln_count,secrets_detected,public_bucket_like_flag,authz_gap_indicator,excessive_cors_flag,debug_banner_present,default_credentials_risk,segmentation_risk_score,risk_score_raw,label
0,0,1,0,1,0,1,0,25,1,9,0,0,0,0,0,0,0.7560931477128529,0.49546047095715096,medium
0,1,1,1,1,0,0,0,6,5,10,0,0,0,0,0,0,0.4398090424804667,0.4537468335496382,medium
0,0,0,1,0,0,0,0,32,5,19,0,0,0,0,1,0,0.8505208789213576,0.3426699041717528,medium
1,0,0,1,0,1,0,0,34,0,0,0,1,0,1,0,0,0.4428515212319025,0.3426078359345568,medium
0,0,1,1,0,0,1,1,3,8,19,0,0,0,0,0,0,0.35966629366661096,0.43121489276079755,medium
1,1,0,1,0,0,0,0,26,8,6,0,0,0,0,1,0,0.45489440173263884,0.37778458404407117,medium
1,0,0,1,0,1,0,0,35,5,0,0,0,0,0,0,1,0.8497891978050361,0.46936596140530407,medium
0,1,0,1,0,1,0,0,26,4,21,0,0,0,0,0,0,0.46392228611005004,0.42137062292023786,medium
0,1,0,1,0,1,0,0,25,1,7,0,0,0,1,0,0,0.07124447736659112,0.3832301199776877,medium
0,1,1,0,0,0,0,0,13,6,5,0,0,1,1,0,1,0.2865937649138133,0.45690626024009184,medium
1,1,0,1,1,0,0,0,6,7,3,1,0,0,0,0,0,0.5304411796030789,0.5617868536124656,high
1,1,1,0,1,0,0,1,49,6,7,0,0,0,0,0,1,0.4449377610270062,0.6002937996399824,high
1,1,0,1,0,0,0,0,38,1,29,0,0,1,0,0,0,0.0907017660899686,0.379621653342258,medium
0,1,0,1,0,0,0,0,21,8,25,0,0,0,0,1,0,0.20018343058485955,0.344018167987578,medium
1,0,1,1,0,0,0,0,20,1,25,0,0,0,0,1,0,0.1239380544408778,0.32376168872684447,medium
0,1,0,0,0,0,0,0,24,3,15,0,0,0,0,1,0,0.26457427782126164,0.24512196306472014,low
1,1,1,1,1,1,0,0,8,9,10,0,0,1,0,0,0,0.928526175057329,0.6047040295583632,high
0,1,0,0,0,0,0,0,35,8,22,0,0,0,0,1,0,0.03417941092826016,0.2997530478186791,medium
0,0,0,1,1,0,1,0,16,4,7,0,0,0,0,0,0,0.327807720693986,0.4464758225890335,medium
1,1,0,1,0,0,0,0,48,2,20,0,0,0,1,0,0,0.8182273526272573,0.43387440312851017,medium
1,0,1,0,0,1,0,0,48,0,2,0,0,0,1,0,0,0.18597441987570917,0.3038712086932338,medium
0,0,1,1,1,0,0,0,13,4,23,1,0,0,0,0,0,0.452450234834758,0.48781218679350974,medium
1,0,1,0,1,1,0,0,46,5,19,1,0,0,0,1,0,0.3683441642063441,0.5831847979691894,high
1,1,1,1,0,1,0,0,17,3,7,0,0,0,0,0,0,0.9097975765175444,0.5021510685470463,medium
1,1,0,0,0,1,0,1,17,7,22,0,0,0,0,0,0,0.8424550014526674,0.5243017787439137,medium
1,0,1,0,0,0,1,0,35,7,9,1,0,0,1,0,0,0.7081844867591174,0.5977069593621118,high
1,1,1,0,1,1,0,0,11,3,22,0,0,0,0,0,0,0.5981678800407747,0.5176654384533714,medium
0,1,1,1,0,0,1,0,41,4,18,1,1,0,1,0,0,0.20895960748461406,0.6365285427399783,high
0,1,0,1,0,1,0,0,46,2,26,0,0,1,1,1,0,0.2880599687221407,0.515419326516955,medium
1,0,0,1,1,1,0,1,24,5,23,0,0,0,0,0,0,0.05174974560388479,0.5019048566056079,medium
0,0,0,1,0,0,0,0,21,4,9,0,0,0,1,0,0,0.13378642559385545,0.3200888474684086,medium
0,1,1,1,1,0,0,1,17,7,3,0,0,0,1,0,0,0.25761742283849576,0.4795585215458013,medium
1,0,0,0,0,0,0,1,4,5,16,0,0,0,0,0,0,0.5374375733539766,0.3717065478599603,medium
1,1,0,1,0,1,1,0,42,0,4,0,1,0,0,0,0,0.718350563173155,0.5760856745809496,high
1,0,0,0,0,0,0,0,45,4,4,0,0,0,0,1,0,0.5829782620655608,0.3351573960957412,medium
0,0,0,0,0,0,0,1,6,2,25,0,0,1,0,0,0,0.8274408525087472,0.42554089545969714,medium
0,1,1,0,0,0,0,1,26,7,4,0,0,0,0,0,0,0.33830552460296404,0.39863750552334287,medium
1,0,0,1,0,0,0,1,48,9,27,0,0,0,0,0,1,0.6830149564489978,0.5796908234961904,high
0,1,1,0,0,0,0,0,44,6,12,0,0,0,0,1,0,0.5486140593222075,0.3054022465536041,medium
1,0,1,0,0,1,0,0,47,8,7,0,0,0,1,0,0,0.7814658394024216,0.42024545105833006,medium
1,1,0,0,0,1,0,0,31,0,29,0,0,0,0,0,0,0.9500017705742079,0.3345222501953234,medium
0,1,1,0,1,0,0,0,13,5,20,0,1,1,0,0,1,0.5575834968263828,0.6597075550343665,high
0,1,0,0,0,1,0,1,30,2,25,1,0,1,0,0,0,0.4510901608039063,0.5863243011815309,high
0,0,0,1,1,0,1,0,46,9,17,0,0,0,0,1,0,0.6141988035435992,0.4723911305277944,medium
0,1,0,0,0,0,0,0,47,2,5,0,0,0,0,0,0,0.9318242907953155,0.321667262398825,medium
1,0,1,1,1,1,0,0,27,6,20,0,0,0,0,0,0,0.7599850114961526,0.5082857051224656,medium
0,1,0,0,0,0,0,0,26,1,12,0,0,0,0,0,0,0.10594235699096155,0.22105290796590354,low
0,1,1,1,0,0,0,1,37,5,11,0,0,0,0,0,0,0.47214445102064617,0.44955508707745984,medium
0,1,0,0,1,0,0,0,23,3,7,0,0,0,0,0,0,0.9869445812038946,0.4264406513768279,medium
1,0,1,1,0,0,0,0,36,8,16,0,0,0,1,0,0,0.2472565733067703,0.3447475637579242,medium
1,0,1,0,0,1,0,0,35,9,24,0,0,0,0,0,0,0.39345707398832175,0.400767065455334,medium
1,1,0,1,1,0,1,0,13,7,2,1,0,0,0,0,0,0.20627290340534576,0.5918347093086374,high
1,1,1,0,0,1,0,0,29,9,26,0,0,0,0,0,0,0.3157644778460912,0.34250665558727456,medium
0,1,0,0,0,1,0,0,8,0,6,0,0,0,0,1,0,0.1033228577084917,0.29204483263013714,medium
1,1,0,0,0,0,0,0,37,7,2,0,0,0,0,0,0,0.6794852182581039,0.3580650224454477,medium
0,1,1,0,1,1,0,0,40,1,27,1,0,0,1,1,0,0.28253440128671103,0.6122753871461297,high
1,0,1,0,1,0,0,0,9,0,13,0,0,0,0,0,0,0.8264105499727091,0.3644973124312244,medium
0,0,1,1,1,0,0,0,38,2,22,0,0,1,0,0,0,0.4313182815157913,0.4660099448620727,medium
1,0,0,0,0,0,0,0,11,6,15,0,0,0,1,0,0,0.9307111812056468,0.3180791276009821,medium
0,1,1,1,1,1,0,0,17,5,16,0,0,0,0,0,0,0.024229354087584865,0.4760750384540315,medium
1,1,1,0,0,0,0,1,1,3,29,0,0,0,0,0,0,0.9970690110762436,0.3876780269952544,medium
0,0,1,0,0,0,1,0,8,6,3,0,0,0,1,0,0,0.007482996106766615,0.3367032079705353,medium
0,1,0,0,0,0,0,0,23,5,6,0,0,0,0,0,0,0.2446271327590287,0.21068884592940998,low
0,1,0,1,1,0,0,0,2,9,19,0,0,1,0,0,0,0.1570254973341928,0.33374294860463594,medium
1,0,0,0,1,0,0,0,43,3,9,0,0,0,0,0,0,0.930594270876904,0.3950200116155648,medium
0,0,0,0,0,0,0,1,36,6,5,0,1,0,1,0,0,0.8218807207718624,0.4667048084755117,medium
0,0,0,0,1,0,1,0,4,6,17,0,0,1,0,0,0,0.07950556309237022,0.4714440783910359,medium
1,0,0,0,1,0,0,1,29,3,13,0,0,0,0,0,0,0.26693364893772853,0.457322722039217,medium
0,1,0,1,1,1,0,0,12,7,18,1,0,0,0,0,0,0.44738407280411996,0.5907422235781568,high
0,1,0,0,1,0,1,0,2,7,18,0,0,0,0,0,0,0.4419010737450705,0.37979967014818966,medium
0,1,1,0,1,0,0,1,31,5,28,0,0,0,0,0,0,0.6088078092055942,0.43543459161750725,medium
1,1,0,0,0,0,0,0,37,5,23,0,0,0,0,0,1,0.08356203214847824,0.38571257674911263,medium
1,1,0,1,0,0,0,0,46,5,9,0,0,0,0,0,0,0.6564487180661819,0.3676457892796251,medium
0,1,0,1,1,1,0,0,39,4,1,0,0,1,0,0,0,0.9011053131506768,0.46525341749797394,medium
1,0,0,0,1,0,0,0,10,5,5,0,1,0,0,0,0,0.8584344850731825,0.44705396579146545,medium
1,0,1,1,1,0,1,1,39,9,13,0,0,1,0,0,0,0.09619100001447478,0.5965512878646139,high
1,0,0,0,0,0,0,1,16,1,26,0,1,0,0,0,0,0.17377688778239075,0.3896714181892353,medium
1,0,0,1,1,1,1,0,24,6,6,0,0,1,1,0,0,0.9227390958251673,0.7354871561159502,high
0,0,1,1,1,1,1,0,32,1,21,0,0,1,0,0,1,0.28058862053274936,0.6755071450567178,high
1,0,0,0,1,0,0,1,15,6,10,0,0,0,1,0,0,0.9541082790700076,0.4948151313699896,medium
1,1,0,0,0,0,1,0,24,2,10,0,0,0,0,0,0,0.4889755153442745,0.3728490704678347,medium
0,1,1,0,1,1,0,1,1,4,25,0,0,0,0,1,0,0.5947625034751037,0.5017470408143341,medium
0,0,0,0,0,0,1,0,17,4,1,0,0,0,0,0,0,0.09017197648949116,0.27388448309843344,medium
1,0,0,0,0,0,0,0,43,4,3,0,0,0,0,0,1,0.06188547702557645,0.3175009945580659,medium
0,1,0,0,0,0,0,1,2,1,22,0,0,0,1,0,0,0.801348931421939,0.39453864489364726,medium
0,1,0,0,1,0,0,1,4,2,13,0,0,0,0,0,0,0.8217730593732004,0.42150199607870387,medium
1,1,0,0,0,0,0,1,18,5,3,1,0,0,0,0,0,0.6779428018639403,0.550931640505456,high
1,1,0,0,0,0,0,0,20,1,11,0,1,0,1,0,0,0.010129337341458822,0.4523500406962799,medium
1,0,1,0,0,0,0,0,22,9,16,0,0,0,1,0,0,0.028343770571398474,0.33631203712352453,medium
0,1,1,0,0,1,0,0,25,9,1,0,0,0,0,1,0,0.13397721922900763,0.32516880712172624,medium
1,1,1,0,0,1,0,0,44,4,10,0,0,0,0,1,0,0.9242897594096086,0.49610449445390903,medium
0,0,0,1,1,0,0,0,22,0,17,0,0,1,0,0,0,0.6790742101195937,0.39998063314975824,medium
1,0,0,0,1,1,0,0,30,2,28,0,1,0,0,0,1,0.28819930120056425,0.6281883216751754,high
0,0,1,1,0,0,0,0,23,4,11,0,0,0,0,0,0,0.7052400587918379,0.3602515638329377,medium
0,0,0,0,0,1,0,0,28,9,0,0,0,1,0,0,0,0.3920424618618562,0.32678364761844775,medium
1,0,1,0,0,0,0,0,30,6,13,0,0,0,0,0,0,0.6094293684969674,0.2859714158480498,medium
0,0,0,0,1,0,0,0,14,6,3,0,0,0,1,1,0,0.1643787259244437,0.38366289267387765,medium
0,1,0,1,0,0,0,0,22,2,4,0,0,0,1,0,0,0.5531986315377874,0.34865960734893836,medium
0,1,0,0,0,0,0,0,17,6,15,0,0,0,0,0,0,0.8372015493375974,0.2876535323047283,medium
0,1,1,0,0,0,0,0,36,7,4,0,0,0,0,0,0,0.3904465103969599,0.2896570722597632,medium
0,1,0,1,0,1,1,0,4,5,26,0,0,0,0,1,0,0.22004832047660783,0.5311589513120606,medium
1,1,1,1,1,0,0,0,1,8,27,0,0,0,0,0,0,0.2775111194340152,0.3672924162709316,medium
0,0,0,0,0,0,1,1,30,7,28,0,0,0,1,0,0,0.804546006317947,0.49780152483179685,medium
1,1,0,1,1,0,0,0,14,2,12,0,0,0,0,0,0,0.15853002911945835,0.39438769066917145,medium
0,1,1,0,0,0,0,0,43,3,6,0,0,0,0,0,0,0.3458505277607903,0.3167354013853242,medium
0,1,0,1,1,0,1,0,36,4,2,1,0,0,0,0,1,0.6002732813910818,0.6839142932714904,high
0,0,1,1,1,1,0,0,10,0,7,0,0,1,1,0,0,0.4390351122280969,0.4985423158000723,medium
0,0,0,0,0,0,0,0,40,9,17,0,0,0,0,0,0,0.9618861013685905,0.26184295803522917,medium
0,0,0,0,0,0,1,0,24,2,7,0,0,0,0,0,0,0.5107564867485148,0.30987421714370783,medium
0,1,0,1,1,1,0,0,8,7,18,0,0,0,0,0,0,0.32691945519222476,0.3949925799571278,medium
1,1,0,0,0,0,0,0,23,3,28,0,0,0,0,0,1,0.7580210831503069,0.49682498737126135,medium
1,0,0,1,0,0,0,1,46,3,18,0,0,1,1,0,0,0.6489118310958369,0.5497489935654887,medium
1,1,1,1,0,1,1,1,35,4,19,0,0,0,0,1,0,0.061595060914180766,0.6080160946142199,high
1,1,1,0,0,0,0,0,28,0,16,0,0,0,0,0,0,0.6209217397084077,0.2810479716752383,medium
1,1,1,0,1,0,0,0,36,8,19,0,0,0,0,0,0,0.23626757727833037,0.36723199010094904,medium
1,1,1,1,0,1,0,0,33,7,13,0,1,0,0,0,0,0.5638058980177268,0.5108432294108797,medium
0,1,1,1,1,1,0,0,4,2,0,0,1,0,0,0,0,0.4636257549000118,0.5345342642904113,medium
1,0,0,0,1,1,0,0,35,5,25,0,0,0,1,0,0,0.8102913412113545,0.5053106540941202,medium
0,1,0,0,0,0,0,0,46,0,14,0,0,0,0,0,0,0.660461145310457,0.2258871226357936,low
1,0,1,0,1,0,0,0,5,1,2,0,0,0,1,0,0,0.34268818037783144,0.41899188101560714,medium
1,1,1,1,1,0,1,0,45,3,6,1,0,0,0,0,0,0.7149168892649178,0.6440872463144489,high
0,0,0,1,0,0,1,0,49,2,27,1,0,0,0,1,0,0.1449825331971426,0.5137873180408348,medium
1,1,1,1,1,0,0,1,17,5,13,0,0,0,1,0,0,0.9904421789253223,0.6588618806079392,high
0,1,1,1,1,1,1,0,36,3,3,0,0,0,0,0,0,0.495300616385842,0.5348707002087061,medium
1,0,1,1,0,1,0,0,9,6,7,0,0,0,0,0,0,0.902369920263142,0.47183625844940563,medium
0,0,0,0,0,0,0,0,11,5,24,0,0,0,0,0,0,0.75350056344561,0.23380823792676783,low
0,1,1,1,1,0,0,0,7,1,20,0,0,0,0,0,0,0.3951153632063821,0.43161703597566337,medium
0,0,1,0,1,0,0,0,41,9,26,0,0,0,1,1,0,0.6492090265819204,0.42933514294180253,medium
1,1,1,1,0,0,0,0,9,2,16,0,1,0,1,0,0,0.18645529319457765,0.4568435985478753,medium
1,0,0,0,0,0,0,0,24,3,9,1,0,0,0,0,0,0.8277406698600205,0.4633002817720409,medium
0,0,1,0,0,0,0,0,45,5,23,0,0,0,1,0,0,0.7984321908001345,0.37473635251551196,medium
0,0,1,0,0,1,0,0,38,7,5,0,0,1,0,0,0,0.031240978990649815,0.37154008919714726,medium
1,1,1,0,0,0,0,1,39,4,27,1,0,0,0,0,0,0.39635983396242025,0.5455843422938373,medium
1,1,1,0,0,0,0,0,13,2,21,0,0,0,0,0,0,0.12738612172475006,0.3301332607702113,medium
1,0,0,1,1,1,0,1,39,4,21,0,0,0,0,1,0,0.1750049622898383,0.5042366221182276,medium
1,0,1,0,0,0,1,1,27,4,22,0,0,0,1,0,0,0.6789856609149371,0.5014357351279843,medium
0,0,1,1,0,1,0,0,10,7,18,0,0,0,0,1,0,0.7729970261914273,0.37855603849108416,medium
1,1,0,0,0,0,0,0,23,5,15,0,0,1,1,0,0,0.14983283269230596,0.3606621021865248,medium
0,0,1,1,0,0,0,0,36,7,26,0,0,0,0,0,0,0.7930794326950212,0.35913998820985765,medium
0,1,0,0,1,1,0,0,44,2,17,1,0,0,1,0,0,0.9097935450039947,0.5744224144686171,high
0,0,1,1,1,0,0,0,35,2,13,0,0,0,0,0,0,0.3502978422487649,0.31924537367143635,medium
1,0,1,0,0,0,0,0,39,8,8,0,0,0,0,0,0,0.5508316650302666,0.32592055685274124,medium
1,1,0,1,0,0,0,1,1,6,28,1,0,0,1,1,1,0.5112702394360336,0.712061293614549,high
1,1,0,1,0,0,0,0,36,5,13,0,1,0,1,0,0,0.952200725408912,0.5075647236640365,medium
