source_ip_reputation_score,request_rate,burstiness,path_depth,path_entropy,user_agent_risk_score,failed_login_count,unique_username_count,protocol,port,method,header_count,unusual_header_ratio,request_size,time_between_requests,number_of_touched_endpoints,decoy_asset_triggered,invalid_method_used,suspicious_path_keywords_count,label
0.16950021005608407,0.48360963241778265,0.11024083805219934,1,1.8878190984815335,0.05784331606092714,0,0,HTTP,80,POST,8,0.020052875660117597,1264,7.646483103302208,1,0,0,0,benign
0.6565560334842029,15.705222097314737,0.5683697978825311,6,4.442852015685096,0.46793965668314363,1,1,HTTPS,27017,PUT,7,0.18477125435364528,472,0.3678037899839379,29,0,0,1,recon_scanner
0.31222649044676454,28.390514776378804,0.2341843689112284,5,3.7691648913308575,0.5434207785758913,3,0,UDP,23,HEAD,2,0.27124443604373294,185,0.05509457631783988,73,1,0,1,recon_scanner
0.3303409199001373,9.871103840897241,0.2694005790528733,7,2.774614918299826,0.404188518227889,0,0,UDP,80,HEAD,3,0.3781146600609969,268,0.17803878966173525,32,0,0,1,recon_scanner
0.47635814153769973,13.240245836850391,0.5130061236803601,5,4.4070456595310175,0.305288257794982,0,1,HTTP,8443,PATCH,9,0.12616695912776818,442,0.4025300756906541,60,0,0,4,recon_scanner
0.6329788305779285,16.1463412602562,0.5073355477432253,2,1.5607407053771518,0.48384382550787214,476,105,HTTP,22,GET,4,0.15340630409618738,189,0.10236858479435704,1,0,0,0,brute_force
0.7965739380677124,26.47769678223783,0.5940359764829667,5,4.9271644153676055,0.5345571065567125,5,0,HTTP,27017,GET,18,0.7450666246598667,57690,1.9023226319019308,13,1,1,8,exploit_like_pattern
0.5697793963462687,61.17928419812625,0.8671609936799844,2,1.5902797327575602,0.3935690260809853,29,140,FTP,3389,POST,4,0.0843530476043259,197,0.06299582563488047,2,0,0,0,brute_force
0.15297715867928716,0.43906210563820014,0.05266678121111263,3,1.102924588989971,0.03029003322993648,1,0,HTTPS,8080,GET,8,0.07286328552467729,1203,4.176930452347669,4,0,0,0,benign
0.07346659210424,1.1479629348597824,0.07539216995209806,3,2.1751714287384623,0.11364659459922943,1,1,TCP,443,GET,8,0.08740772048328538,1161,3.5409800958489757,2,0,0,0,benign
0.5706159367933104,21.409452221412735,0.3187982846585305,6,3.8269345842694236,0.5843936783591142,2,1,FTP,23,OPTIONS,9,0.20436680262255957,220,0.026826989742376087,44,0,0,2,recon_scanner
0.39028984190039223,12.575960239480251,0.11105843798565869,4,3.4195564749682568,0.4404648677922004,3,0,HTTP,443,GET,9,0.14524770845429164,981,1.2801289465817283,12,0,0,1,bot_activity
0.5105167192992934,16.774811978431124,0.16083584278780516,2,3.2953070091321255,0.7057900642656053,0,0,HTTPS,443,GET,9,0.048311471351168034,253,0.8846888474782426,7,0,0,2,bot_activity
0.5898724054948686,3.2809987941006606,0.3182121044890226,8,4.1690395485913605,0.3176832204409675,2,3,FTP,27017,CONNECT,19,0.5312524794690494,1903,59.01369899936454,3,1,0,1,suspicious_manual
0.14683760437381152,0.8976576743311513,0.08809607680146551,1,2.0431621828154922,0.07439870312028651,0,1,HTTPS,8080,GET,14,0.043542894199614206,462,9.49581209157727,3,0,0,0,benign
0.49110643956654443,47.73378769974715,0.47054735339867493,4,2.8848000191469088,0.670693936627709,4,2,FTP,3306,PATCH,8,0.3366636568120302,473,0.29260608479801775,56,0,0,3,recon_scanner
0.6205147415631408,21.737266311466108,0.855939547720137,9,4.572845435143468,0.7848438117377703,31,4,TCP,6379,DELETE,5,0.5995462897436628,55190,1.6490842497762843,7,0,1,13,exploit_like_pattern
0.5923840799647648,46.687919440657836,0.34721184208991474,7,2.5581691313856574,0.43000248610149716,0,2,HTTPS,8443,CONNECT,9,0.33438973709722486,147,0.24565072563067222,49,0,0,4,recon_scanner
0.03592352033903066,0.9518881055670477,0.11971206564290485,3,2.29954444441311,0.03560032721195581,0,1,HTTPS,80,POST,14,0.025220428899248762,1061,3.0800164980416893,3,0,0,0,benign
0.5041691790590579,49.76404534303546,0.36330713659816005,3,3.00599077338486,0.5060697725052672,1,1,HTTPS,3389,PATCH,4,0.21959564507735177,337,0.19901596462934243,53,1,0,3,recon_scanner
0.011889596421203907,0.19762247327608634,0.09017512559221454,2,1.935796963533125,0.007076183477267189,1,0,HTTP,443,GET,11,0.08282757592765516,956,5.934320030322719,2,0,0,0,benign
0.66014711038779,4.885261902995254,0.48789454465749393,4,3.3407255558626314,0.4803350886253189,3,9,HTTP,443,GET,7,0.3111105940915891,3028,2.651396444607666,17,0,1,5,suspicious_manual
0.5364732998925199,1.0082838194683308,0.22307743968082866,4,2.72241151974505,0.6810621477854297,7,6,TELNET,27017,POST,1,0.4429617114701567,2271,12.810244541407414,6,0,1,5,suspicious_manual
0.14306859437075523,1.9568668873066484,0.14074599293434434,3,2.0290319403709187,0.06142602359802407,1,1,TCP,80,POST,12,0.0009491491909582539,785,6.278047884792998,4,0,0,0,benign
0.5535356241002819,1.0357302216527724,0.19623512689203615,6,2.5544010084293625,0.38287242708915703,11,8,TELNET,3389,PATCH,5,0.43379966497092803,1932,29.050414386843617,17,0,0,5,suspicious_manual
0.039198854428084864,0.439585814257345,0.045098470520016594,1,1.282971305366336,0.14070703094931328,0,1,TCP,8080,POST,11,0.08570133358009238,662,4.2604552616858555,1,0,0,0,benign
0.7540171530535049,67.50932550967144,0.8027998754517736,2,1.9461345661486442,0.3736771978116038,138,88,SSH,3389,POST,6,0.13295059613709326,215,0.1088637205635654,2,0,0,1,brute_force
0.43500487416383954,89.93977019950934,0.5018328167867876,1,1.6935346615396214,0.3198920199916187,53,67,HTTP,443,POST,4,0.18574777770613804,272,0.1858339352784846,1,0,0,0,brute_force
0.013460814133799293,1.804838968312893,0.13656185097474383,2,1.822089414763949,0.08348332735814183,0,0,HTTPS,443,POST,9,0.07090436302344373,1288,7.397989144565408,1,0,0,0,benign
0.14641677937417666,1.1083023278759447,0.12296239472023426,3,2.2193923710038854,0.05847496439230851,1,1,TCP,80,POST,10,0.011824173038867037,1509,5.683291927904715,2,0,0,0,benign
0.6802681769609239,8.103132483039664,0.5030000822140928,4,4.436870480660728,0.5233621256106411,3,2,UDP,5432,PATCH,4,0.3722360966002114,493,0.15442221668996015,31,0,0,2,recon_scanner
0.0998185223763036,0.9788349628941434,0.0711573234716083,3,1.9202550534041447,0.06734267029192019,0,0,TCP,80,GET,13,0.03511398194272549,338,2.939949214337761,3,0,0,0,benign
0.43488043196793424,59.22024303254559,0.6918043826044835,1,1.5165087816174874,0.5165707741450112,465,115,FTP,3389,GET,5,0.013446048913210995,278,0.1748779668767043,2,0,0,1,brute_force
0.31284251082107584,19.082884439684847,0.32293103887460883,7,2.729075987784949,0.4746475798689059,2,0,HTTPS,8443,GET,7,0.15318735880803008,185,0.48635970695877784,27,0,0,1,recon_scanner
0.3496816603631779,6.148522587710977,0.4926035615421732,5,4.378706499193957,0.37072641987638666,2,0,UDP,3389,HEAD,3,0.2510239762057439,74,0.07055494353162337,58,0,0,1,recon_scanner
0.4173381666318225,88.3940698159459,0.7879192950438451,1,1.0208072360250644,0.47762158238752456,395,61,FTP,80,POST,6,0.11656413924548602,92,0.15422619208658056,2,0,0,0,brute_force
0.12434285119133547,1.9801310221082637,0.13453213431273087,1,2.38727269240953,0.0320024719968149,0,1,HTTPS,80,GET,13,0.019115399307424653,1505,1.109463685426169,1,0,0,0,benign
0.33809856077170386,10.205593866694747,0.1794913786342615,4,1.6564825040965003,0.6994536905968405,3,2,HTTPS,8443,GET,10,0.04545693077464988,813,2.916115319546491,12,0,0,2,bot_activity
0.5772924036800998,46.10878479628586,0.725291848701086,2,1.6883866274947088,0.39899865553997355,122,158,TELNET,80,GET,3,0.13753861068976855,190,0.1697875875108613,2,0,0,0,brute_force
0.5642531378881326,11.988914998740878,0.1907219217000779,3,2.201819179903076,0.6645945967014624,3,2,HTTP,443,HEAD,9,0.15904524808134612,420,0.5490863804384889,4,0,0,1,bot_activity
0.5731903472523132,36.78752573854378,0.2128473493752245,2,2.6735868635812596,0.6787632629089478,4,1,TCP,8443,GET,4,0.13409449811189447,303,0.024119421643501365,42,0,0,3,recon_scanner
0.3181753081669918,19.530113975214082,0.4669676663817687,3,2.8822506926616462,0.3671299557883785,1,0,SSH,80,POST,8,0.3249080923718939,93,0.17844287389437405,67,0,1,4,recon_scanner
0.5184949539309586,44.003112767371924,0.448378957403529,3,3.9848352605503647,0.3896937572519501,2,1,SSH,22,PATCH,3,0.15632091682258295,337,0.2623517680018729,48,0,0,4,recon_scanner
0.7662270232187283,2.3916398480583805,0.26480690357144687,9,2.966988317042961,0.3928897636213674,2,9,UDP,22,PATCH,13,0.227362312992051,3317,11.45981708266961,5,0,0,3,suspicious_manual
0.15610900640777234,0.51343864617026,0.10019783461455177,1,2.2894241893874714,0.04706212436459856,1,1,TCP,443,POST,7,0.06211578377584276,630,7.076458789016177,2,0,0,0,benign
0.8028983732627635,2.6208405686224934,0.4025075259673832,8,4.0225267041996275,0.7388310910414007,6,2,TCP,443,PUT,18,0.6708397046381429,21959,3.010942352208135,13,1,1,11,exploit_like_pattern
0.019680719521784497,1.00822688559901,0.08280168893193672,3,2.1060310090975536,0.07127684457481077,0,1,HTTPS,443,POST,13,0.020002516030194085,442,2.626159841399549,1,0,0,0,benign
0.3183142808572951,7.298887086948476,0.11542855879437998,2,2.5002597697229354,0.7650580495930543,3,0,HTTP,8443,POST,4,0.11570051965163028,316,0.9961458332660457,6,0,0,0,bot_activity
0.7739557599184157,1.1973579691834244,0.14756685634581906,7,4.106813453997864,0.6850000464072618,5,2,HTTP,3389,PATCH,13,0.5547937270628788,3816,40.47641733736051,23,0,1,7,suspicious_manual
0.06710743541457201,0.9733449626386662,0.06757089792905463,2,2.4647328560635433,0.0023238214182192073,0,1,HTTP,80,GET,11,0.017965322681492823,1316,5.79874603513745,4,0,0,0,benign
0.8595136713189057,47.30680496615363,0.6153041816756888,1,1.7012722928889885,0.3643859136206055,399,22,FTP,443,GET,7,0.15286355252252948,57,0.07038466026919209,1,0,0,1,brute_force
0.06883860517156408,0.8104853603595898,0.06987373372980409,2,1.6545006032153826,0.07357078964979406,0,1,HTTPS,80,POST,8,1.3504205501790879e-05,644,6.457788534543245,1,0,0,0,benign
0.13323573042300452,0.48718384479878607,0.13698240877629073,3,2.1297370285313146,0.09866344853759554,1,1,TCP,8080,GET,14,0.059563741801024,789,4.273605816034745,2,0,0,0,benign
0.47823830425302505,8.110509313278687,0.28755844084426707,7,2.646173769350699,0.5488562608496356,4,1,SSH,5432,CONNECT,5,0.3835127577824977,494,0.27524750328621544,57,1,0,1,recon_scanner
0.7180462539212136,17.050845022303562,0.6452096214268865,2,1.2904757585254627,0.5138707365688161,335,138,SSH,3389,GET,6,0.13266677730671114,259,0.016344302185885354,1,0,0,1,brute_force
0.5389998886218959,1.5542521187298857,0.1850339090028618,7,4.653518676979974,0.32873992435806654,2,6,UDP,23,POST,3,0.558091614270201,4271,34.133086977582224,3,0,0,5,suspicious_manual
0.3899008250322672,12.668692079296992,0.1831163600496003,2,2.833752856165342,0.563946343506453,0,0,HTTPS,80,HEAD,7,0.06582973929307559,811,2.366849082267908,13,0,0,1,bot_activity
0.4805716779190935,86.73587509972562,0.6906327587363015,1,0.9938093944474828,0.4035419477227772,379,184,FTP,22,POST,5,0.1951508892913549,166,0.09124639164793626,1,0,0,0,brute_force
0.1304562752581884,0.3374620761234957,0.09321228493234049,2,1.5576243019228748,0.05060346264896371,1,1,HTTP,80,GET,9,0.09755018465386893,1876,1.0507753039292806,1,0,0,0,benign
0.6264486721561878,19.304825648196584,0.3329374604890668,5,3.604272760385934,0.4539765802530129,3,2,TCP,8443,GET,5,0.2212428289156993,94,0.02343085136939127,64,0,0,1,recon_scanner
0.5135047468363646,35.32791021625205,0.25834234991845906,6,4.21583226591542,0.6796111014588179,4,2,FTP,5432,PUT,6,0.2533142813852199,149,0.05047366987996552,76,0,0,3,recon_scanner
0.028257853417420112,0.6071739329816842,0.12895204518629805,1,1.9036254432301156,0.05669830097958506,0,1,HTTPS,80,GET,7,0.02301031540573393,469,7.3548872415348425,4,0,0,0,benign
0.5560031228458374,16.42185239241693,0.2467327435608779,6,3.3845422522357995,0.46681220765137754,3,0,TELNET,23,GET,4,0.11807537598891708,339,0.3456097448075358,47,0,0,3,recon_scanner
0.35274566340816965,46.69333494655737,0.5669826907239184,2,2.7347184468619306,0.34394786267285304,0,0,TCP,6379,POST,3,0.149050301551481,120,0.08280220213820667,41,1,0,2,recon_scanner
0.9786106897052664,4.405486058818674,0.4815465155121153,5,4.781756848442427,0.6539088050814872,22,4,HTTP,80,PUT,13,0.9637846455924508,29175,4.8445615704808676,12,1,0,9,exploit_like_pattern
0.16408201628329752,0.791952692126687,0.1391649839391839,3,1.5546125415529153,0.01613437422191737,0,0,TCP,443,POST,5,0.07184125440133404,1440,5.945214994257803,4,0,0,0,benign
0.08297954352898294,0.938804502403612,0.13303174110405308,3,1.0342173584707395,0.030869301234753316,0,0,TCP,80,GET,5,0.06290686901401758,713,2.658185290552427,3,0,0,0,benign
0.49473913325382657,50.44830041442136,0.7301950268741018,2,1.7180282825360758,0.40313025645320133,240,64,FTP,3389,GET,3,0.1236674102262349,214,0.15314336393369501,2,0,0,1,brute_force
0.13527097801271296,1.2243128610530571,0.12285752249096403,3,1.709544425638791,0.0821574098971408,0,0,TCP,8080,POST,6,0.024316156473045983,221,4.4678123725423085,2,0,0,0,benign
0.319813362017217,21.977027299257575,0.40674932944023345,4,3.7331213579079026,0.42234725751485275,1,1,TELNET,27017,PUT,4,0.38939103068297687,411,0.2547769832056734,78,0,0,1,recon_scanner
0.5307944224316373,9.791902320016035,0.10077474037354496,3,3.353432636740509,0.6496818506930111,4,2,HTTPS,8443,GET,11,0.09636697486299198,590,2.2786781998887857,10,1,0,0,bot_activity
0.6091396234634827,29.610258376450343,0.4019582211590219,6,4.04924655933404,0.3371377380535625,0,0,UDP,23,PATCH,8,0.12778397545191514,361,0.046208068023032636,24,0,0,2,recon_scanner
0.11997356896551573,0.3034340883800707,0.04149960963997279,1,1.4295394335359464,0.03224945136300666,1,0,TCP,80,POST,11,0.05812395946554776,1711,5.351024905964005,1,0,0,0,benign
0.3791295342478777,22.65989310501426,0.35212015701946453,6,3.168136509153957,0.6047172016850648,0,1,UDP,22,PATCH,6,0.16719113739656133,479,0.2107364843187442,19,0,0,1,recon_scanner
0.003137505456660783,1.8071189079164056,0.11877880554027033,3,2.0854166167195807,0.11564125232089784,0,1,HTTPS,443,POST,12,0.005949637182278256,289,7.545597848521272,1,0,0,0,benign
0.3425482939564342,17.63974520000725,0.29865762272632884,3,1.7401135782158808,0.770019732873469,3,2,HTTP,8080,GET,5,0.18108639164062873,745,1.0649673452581272,9,0,0,2,bot_activity
0.7412486759692212,37.303286148235046,0.8667975578902591,1,1.024064926233359,0.5592429082412556,50,112,SSH,22,GET,2,0.026443921718035113,259,0.11220902080817989,1,0,0,0,brute_force
0.32608553162735804,47.17742254052874,0.4565787536107134,3,2.9399691212530605,0.5430063181827189,3,0,TCP,8080,HEAD,8,0.3471680568812203,320,0.32600760224603365,73,0,0,4,recon_scanner
0.19459797175145382,1.4912923845277934,0.058992296328621185,1,1.0265031936167337,0.02495995514366014,1,0,TCP,443,GET,10,0.01605832010949201,758,9.588171272735021,3,0,0,0,benign
0.1758007769605439,0.6752342306667393,0.049932393812106984,2,2.0055467557435174,0.02239071513618545,0,1,HTTP,443,POST,6,0.017468400492064152,1863,3.2240735953211797,4,0,0,0,benign
0.3288815434043316,45.78625409370413,0.5816326364999236,6,3.132140158306351,0.6841953820110906,1,2,TCP,8443,PUT,6,0.3311164362767405,243,0.19019842936808656,13,0,0,2,recon_scanner
0.4786436404703624,24.67118773581912,0.5495900790031368,2,1.5411496889029277,0.2582108336670349,440,134,FTP,21,POST,5,0.16572188373115823,191,0.0957268645426056,2,0,0,0,brute_force
0.015056753255657453,1.369306372804823,0.04632941323728914,3,1.2333933356263678,0.07463394859748392,0,0,HTTP,8080,POST,7,0.07727961684751687,633,3.5782946325458194,2,0,0,0,benign
0.7617303894950982,4.920710273367492,0.2772454336381996,6,2.6644152172270363,0.6847487292509596,11,6,FTP,3306,GET,14,0.43366410368349595,4013,25.289509237991677,18,0,0,1,suspicious_manual
0.025566486275760525,0.44235030645239104,0.03345761732094732,1,1.6026431088853803,0.09832230103159173,1,1,HTTP,443,GET,10,0.03193050979496842,1893,1.9943760530637769,4,0,0,0,benign
0.15513100073678435,1.4345175539467465,0.08182374685112904,1,2.260126558972199,0.08818549620272607,1,0,TCP,443,POST,5,0.03614217925586454,1418,1.020327207400069,3,0,0,0,benign
0.038041726808850235,0.2921701567940567,0.09576079528781974,3,1.5896936197768374,0.013775315140276306,0,0,HTTPS,80,GET,10,0.02308929451309423,1702,8.717577697645687,4,0,0,0,benign
0.32363994006429303,19.782971962831393,0.11366866784154049,1,2.642044940448115,0.7121757858493573,2,1,HTTP,8080,HEAD,9,0.20436209773217232,212,2.7596450204149887,5,1,0,2,bot_activity
0.381739936851586,12.148753074894646,0.1675419241506132,1,2.935909116820989,0.5575432445036597,3,2,HTTPS,8080,POST,3,0.17788179597675297,763,2.4307478675944134,14,0,0,1,bot_activity
0.028514745776751105,0.27863212514464103,0.051166386659635375,3,2.4147912471469457,0.01342849631865643,1,0,HTTPS,80,GET,8,0.006804631835833331,916,3.5948880074969476,3,0,0,0,benign
0.1006590439860578,0.9772958097819965,0.0929266901375731,2,1.642556011089541,0.14077266582073947,0,0,HTTP,8080,POST,8,0.005190718807549677,1989,5.7824121033223435,1,0,0,0,benign
0.053547783428409226,0.6560219318892551,0.05789450314571667,3,1.2472078306818513,0.10305242080691518,0,1,TCP,8080,POST,7,0.01702308865991994,450,2.3149781515727983,2,0,0,0,benign
0.6183054826073946,46.932760356605066,0.5130841951939271,6,3.4538685741581645,0.31273587206823444,2,1,TCP,8443,HEAD,8,0.19212860882852006,173,0.4054621720444126,34,1,0,1,recon_scanner
0.9050979442999938,3.5899321957045602,0.3055893605288743,5,3.698432352066695,0.6848256176619363,38,0,HTTPS,6379,GET,8,0.773441046181372,64533,1.2382689314564075,3,0,0,7,exploit_like_pattern
0.3525136349572752,14.335573864203262,0.20905194787950054,4,1.722641251944829,0.48800025107771455,2,2,HTTPS,80,GET,9,0.15339181586122722,848,0.6038263201859735,17,0,0,1,bot_activity
0.4037833180344155,82.97643833318175,0.5674628169392384,2,1.718010604116158,0.31498703199616646,245,45,FTP,21,POST,7,0.08780449908119281,268,0.04065838146492091,2,0,0,0,brute_force
0.47502108407698274,9.903208868523254,0.23403560589427885,1,3.9651645522359917,0.5614555135337365,1,2,HTTP,8443,GET,3,0.26932010319893035,339,0.388519703827793,34,1,0,3,recon_scanner
0.04011305026883785,1.6733933402827648,0.1388147192802162,2,1.6050036313246958,0.06733200488519737,1,1,TCP,80,GET,13,0.05672786058502413,640,3.6318569034422072,4,0,0,0,benign
0.4511985713780549,91.94971607960085,0.8449800945483738,2,0.7973380743187837,0.5177744077215405,207,109,FTP,80,GET,5,0.17825523751694727,170,0.1435175825205631,1,0,0,0,brute_force
0.12325424194043566,0.3954565313241105,0.03331794181164113,2,1.3835693008512668,0.014333408710270917,1,1,HTTP,8080,POST,9,0.05754343202505799,1448,8.563776593479858,1,0,0,0,benign
0.030680467473734898,1.2378372370833235,0.1197254954561742,3,1.2456590898876179,0.05139155717428537,0,1,HTTP,8080,GET,13,0.01012061274402405,1913,4.809538977991949,2,0,0,0,benign
0.7629326094136604,96.88573733656585,0.6105064285760087,2,1.3217483952413231,0.2910143005564696,239,112,SSH,80,POST,7,0.04129500515852938,142,0.1031854668030109,1,0,0,0,brute_force
0.15283406284504564,0.2301742722028872,0.09114265259161959,3,2.135859946595393,0.10947792558701974,0,1,TCP,80,GET,10,0.024084961502888448,1206,5.46227144426699,2,0,0,0,benign
0.11302962253917744,1.141701299483204,0.037591331160458964,1,1.6791576176692267,0.013160667462395319,0,1,TCP,80,POST,6,0.031487847827750305,963,8.168199834551885,4,0,0,0,benign
0.6925092513879098,23.777699037249686,0.5683702523526211,5,4.21224403610365,0.6730086986831069,4,0,SSH,3306,GET,7,0.19226447430492322,436,0.46331796821676363,28,0,0,3,recon_scanner
0.3537168400592582,48.74815170139572,0.2019119096862482,1,4.105383560594657,0.3360385498171301,1,0,SSH,80,PUT,6,0.16569445083376255,484,0.04477479417161596,30,0,0,3,recon_scanner
0.7105665747647105,0.8691552278512311,0.1465808722294839,8,4.086819327868158,0.666417436723006,7,4,TELNET,3389,PATCH,11,0.24884826997994908,4115,26.671666773837686,21,0,1,5,suspicious_manual
0.12564265194083415,1.8244866972870182,0.07796052041013758,3,1.950035261280537,0.061743082549780254,0,0,HTTPS,80,GET,6,0.07965976506738515,1018,7.07216719388068,1,0,0,0,benign
0.0718980896884653,0.8092080934793372,0.04465415854138271,3,1.489195213937506,0.12910011994331785,0,0,HTTP,443,POST,14,0.05426363551828089,720,3.811328242296293,2,0,0,0,benign
0.6276959790716581,40.113340017559054,0.7226798820923063,2,1.4347281923466668,0.5549926543053948,34,57,SSH,22,POST,2,0.13934011722457681,278,0.003701791290801667,2,0,0,0,brute_force
0.009568329205804284,0.32378838809725297,0.027188522918059326,2,2.264360023053078,0.059176472097226825,0,1,HTTPS,8080,GET,9,0.001026353500661803,1767,1.7496649279747174,2,0,0,0,benign
0.5253721031460041,18.251998385441116,0.10808717805746275,3,3.334640375856999,0.6785186376956727,4,2,HTTP,8443,HEAD,9,0.07096424341312707,132,0.7396912657956035,18,0,0,1,bot_activity
0.35935812549993146,17.28834778198614,0.2837276932145145,1,3.2097085497020448,0.5915701473379007,3,1,HTTP,443,HEAD,11,0.2163818639806176,894,1.0129149152963586,5,0,0,2,bot_activity
0.16845205506381322,0.2635699250062989,0.04420144665856508,1,2.2433562653384493,0.0846925011029809,1,0,HTTPS,80,POST,12,0.07800659256819722,409,2.1433137177279424,1,0,0,0,benign
0.784563057760986,16.253943768541994,0.5688740620004077,2,1.869603332373961,0.5844558493165566,446,11,FTP,21,POST,2,0.04397260627767379,81,0.0711372447378831,1,0,0,0,brute_force
0.13785276154321702,1.006046253257454,0.04131072383010105,3,1.2048727293679278,0.005613179512496469,1,1,HTTPS,443,GET,5,0.01585873978947544,1726,3.367644289424326,2,0,0,0,benign
0.03397197289751197,1.458668612998449,0.00450299809821924,1,2.449210853340969,0.06748850639191264,0,0,TCP,80,POST,5,0.05882426783615048,613,6.616653544399752,2,0,0,0,benign
0.6800341372501029,3.515142854379867,0.3589859141659393,9,3.0661021870438043,0.403869693680297,8,9,FTP,3389,CONNECT,16,0.24012420273329216,3177,48.11232497085308,5,0,0,5,suspicious_manual
0.7502610432509945,16.971408387297245,0.7758597854864199,2,1.0031420965403761,0.47849092637852475,253,46,SSH,21,GET,7,0.08611997877506322,183,0.10641035240451063,1,0,0,0,brute_force
0.7519349394918655,21.79517524726772,0.6628397197122711,1,0.5120524475138203,0.46012523760417173,364,191,FTP,21,GET,5,0.13780919468308458,290,0.10821834200058376,2,0,0,1,brute_force
0.6244918740193102,11.347921009429893,0.6987256979999957,1,0.9360878289136069,0.3701902003737706,316,91,HTTP,3389,POST,7,0.09183490500729351,296,0.1614874824096768,1,0,0,0,brute_force
0.12041756520033842,0.9035212752803045,0.06399524963316759,3,1.2910000667394157,0.09761984422768227,0,1,HTTPS,80,POST,13,0.0368468203310597,661,3.9509282870180544,1,0,0,0,benign
0.6427812701764515,66.98372371181597,0.7454709221093095,1,1.4921798925782586,0.2084028885780989,256,92,HTTP,80,GET,7,0.1883130867814781,126,0.19276308060273525,2,0,0,0,brute_force
0.48760598240515857,13.80327844562727,0.2877411247725206,2,2.092042897032276,0.6577663862471443,0,0,HTTP,80,POST,6,0.19455086599278207,484,0.6424156699172727,9,0,0,1,bot_activity
0.46053808998826135,20.57942543668286,0.2829154536817219,5,3.732458530963026,0.684776471351506,1,1,SSH,3306,DELETE,2,0.2955908479666704,159,0.11336324041695511,73,1,0,1,recon_scanner
0.723848647247057,74.51917414211934,0.5288341406179276,1,0.947826811371137,0.4998256576956981,205,126,HTTP,22,POST,3,0.1518960901039753,182,0.07909740602216707,1,0,0,1,brute_force
0.11951533154065713,1.7869927973534707,0.01767276350970316,1,1.1979976900089735,0.07118502786864969,1,0,TCP,80,POST,11,0.04102563774642892,336,4.860155086692253,4,0,0,0,benign
0.4492621672545634,18.217735380785395,0.14687909539036242,3,2.746762414796217,0.5858524926892745,4,1,HTTP,8080,HEAD,5,0.05427768796288043,655,1.1928329425880475,3,0,0,2,bot_activity
0.5502768860034246,16.093405227064487,0.4933767496460952,2,2.9971844981271336,0.46742142687263605,1,0,UDP,3306,PUT,6,0.10651897484068838,166,0.15742938121555508,50,0,1,2,recon_scanner
0.5849198819239344,9.540219489287932,0.20929431316593688,3,3.0000656183145127,0.4605770379507803,4,1,HTTPS,8080,POST,4,0.016830438844146978,481,2.648921605218793,3,0,0,2,bot_activity
0.5900765770206591,2.154388815781455,0.2836434496483598,3,1.511422749033479,0.4977905637897886,2,0,HTTPS,443,GET,5,0.007718827141155321,931,1.3460268711556953,17,0,0,1,bot_activity
0.46068312840038705,9.475930877149864,0.20282372643671148,1,2.1154044840232076,0.486850503132996,0,1,HTTPS,80,GET,11,0.21235055729542637,405,2.267028206120152,10,0,1,1,bot_activity
0.35057296937466814,10.321180161848552,0.5516124011625443,2,3.744354050779868,0.4151287058042299,2,1,TCP,3389,CONNECT,9,0.34678796213519814,74,0.33589235153807756,48,0,0,2,recon_scanner
